TYPEID;GROUPID;TYPENAME;MASS;VOLUME
25881;821;Serpentis Thief;17500000;1140000
25883;705;Minmatar Harvester Ship;89000000;890000
25884;821;Shadow Serpentis Thief;17500000;1140000
25885;283;Scientist;65;1
25886;821;Rogue Drone Saboteur;21000000;1010000
25887;333;Datacore - Caldari Starship Engineering;1;1
25888;773;Large Anti-Explosive Pump I;200;20
25889;787;Large Anti-Explosive Pump I Blueprint;0;0,01
25890;773;Large Anti-Kinetic Pump I;200;20
25891;787;Large Anti-Kinetic Pump I Blueprint;0;0,01
25892;773;Large Anti-Thermic Pump I;200;20
25893;787;Large Anti-Thermic Pump I Blueprint;0;0,01
25894;773;Large Trimark Armor Pump I;200;20
25895;787;Large Trimark Armor Pump I Blueprint;0;0,01
25896;773;Large Auxiliary Nano Pump I;200;20
25897;787;Large Auxiliary Nano Pump I Blueprint;0;0,01
25898;773;Large Nanobot Accelerator I;200;20
25899;787;Large Nanobot Accelerator I Blueprint;0;0,01
25900;773;Large Remote Repair Augmentor I;200;20
25901;787;Large Remote Repair Augmentor I Blueprint;0;0,01
25902;1232;Large Salvage Tackle I;200;20
25903;787;Large Salvage Tackle I Blueprint;0;0,01
25906;774;Large Core Defense Capacitor Safeguard I;200;20
25907;787;Large Core Defense Capacitor Safeguard I Blueprint;0;0,01
25908;778;Large Drone Control Range Augmentor I;200;20
25909;787;Large Drone Control Range Augmentor I Blueprint;0;0,01
25910;778;Large Drone Repair Augmentor I;200;20
25911;787;Large Drone Repair Augmentor I Blueprint;0;0,01
25912;778;Large Drone Scope Chip I;200;20
25913;787;Large Drone Scope Chip I Blueprint;0;0,01
25914;778;Large Drone Speed Augmentor I;200;20
25915;787;Large Drone Speed Augmentor I Blueprint;0;0,01
25916;778;Large Drone Durability Enhancer I;200;20
25917;787;Large Drone Durability Enhancer I Blueprint;0;0,01
25918;778;Large Drone Mining Augmentor I;200;20
25919;787;Large Drone Mining Augmentor I Blueprint;0;0,01
25920;778;Large Sentry Damage Augmentor I;200;20
25921;787;Large Sentry Damage Augmentor I Blueprint;0;0,01
25922;778;Large EW Drone Range Augmentor I;200;20
25923;787;Large EW Drone Range Augmentor I Blueprint;0;0,01
25924;778;Large Stasis Drone Augmentor I;200;20
25925;787;Large Stasis Drone Augmentor I Blueprint;0;0,01
25928;786;Large Signal Disruption Amplifier I;200;20
25929;787;Large Signal Disruption Amplifier I Blueprint;0;0,01
25930;1233;Large Emission Scope Sharpener I;200;20
25931;787;Large Emission Scope Sharpener I Blueprint;0;0,01
25932;1233;Large Memetic Algorithm Bank I;200;20
25933;787;Large Memetic Algorithm Bank I Blueprint;0;0,01
25934;781;Large Liquid Cooled Electronics I;200;20
25935;787;Large Liquid Cooled Electronics I Blueprint;0;0,01
25936;1233;Large Gravity Capacitor Upgrade I;200;20
25937;787;Large Gravity Capacitor Upgrade I Blueprint;0;0,01
25948;781;Large Capacitor Control Circuit I;200;20
25949;787;Large Capacitor Control Circuit I Blueprint;0;0,01
25950;781;Large Egress Port Maximizer I;200;20
25951;787;Large Egress Port Maximizer I Blueprint;0;0,01
25952;781;Large Powergrid Subroutine Maximizer I;200;20
25953;787;Large Powergrid Subroutine Maximizer I Blueprint;0;0,01
25954;781;Large Semiconductor Memory Cell I;200;20
25955;787;Large Semiconductor Memory Cell I Blueprint;0;0,01
25956;781;Large Ancillary Current Router I;200;20
25957;787;Large Ancillary Current Router I Blueprint;0;0,01
25968;775;Large Energy Discharge Elutriation I;200;20
25969;787;Large Energy Discharge Elutriation I Blueprint;0;0,01
25970;775;Large Energy Ambit Extension I;200;20
25971;787;Large Energy Ambit Extension I Blueprint;0;0,01
25972;775;Large Energy Locus Coordinator I;200;20
25973;787;Large Energy Locus Coordinator I Blueprint;0;0,01
25974;775;Large Energy Metastasis Adjuster I;200;20
25975;787;Large Energy Metastasis Adjuster I Blueprint;0;0,01
25976;775;Large Algid Energy Administrations Unit I;200;20
25977;787;Large Algid Energy Administrations Unit I Blueprint;0;0,01
25978;775;Large Energy Burst Aerator I;200;20
25979;787;Large Energy Burst Aerator I Blueprint;0;0,01
25980;775;Large Energy Collision Accelerator I;200;20
25981;787;Large Energy Collision Accelerator I Blueprint;0;0,01
25988;526;Mining Equipment;1000;1
25989;283;Minecore Harvester;80;2
25990;820;Republic Fleet Keeper;10900000;109000
25991;319;Guristas Starbase Control Tower_Tough;100000;1150
25992;319;LCS Conquerable Station 3;0;0
25993;319;LCS Conquerable Station 2;0;0
25994;319;LCS Conquerable Station 1;0;0
25995;821;Sansha's Slave Master;21000000;100100
25996;776;Large Hybrid Discharge Elutriation I;200;20
25997;787;Large Hybrid Discharge Elutriation I Blueprint;0;0,01
25998;776;Large Hybrid Ambit Extension I;200;20
25999;787;Large Hybrid Ambit Extension I Blueprint;0;0,01
26000;776;Large Hybrid Locus Coordinator I;200;20
26001;787;Large Hybrid Locus Coordinator I Blueprint;0;0,01
26002;776;Large Hybrid Metastasis Adjuster I;200;20
26003;787;Large Hybrid Metastasis Adjuster I Blueprint;0;0,01
26004;776;Large Algid Hybrid Administrations Unit I;200;20
26005;787;Large Algid Hybrid Administrations Unit I Blueprint;0;0,01
26006;776;Large Hybrid Burst Aerator I;200;20
26007;787;Large Hybrid Burst Aerator I Blueprint;0;0,01
26008;776;Large Hybrid Collision Accelerator I;200;20
26009;787;Large Hybrid Collision Accelerator I Blueprint;0;0,01
26016;779;Large Hydraulic Bay Thrusters I;200;20
26017;787;Large Hydraulic Bay Thrusters I Blueprint;0;0,01
26018;779;Launcher Processor Rig I;200;5
26019;787;Launcher Processor Rig I Blueprint;0;0,01
26020;779;Large Warhead Rigor Catalyst I;200;20
26021;787;Large Warhead Rigor Catalyst I Blueprint;0;0,01
26022;779;Large Rocket Fuel Cache Partition I;200;20
26023;787;Large Rocket Fuel Cache Partition I Blueprint;0;0,01
26024;779;Missile Guidance System Rig I;200;5
26025;787;Missile Guidance System Rig I Blueprint;0;0,01
26026;779;Large Bay Loading Accelerator I;200;20
26027;787;Large Bay Loading Accelerator I Blueprint;0;0,01
26028;779;Large Warhead Flare Catalyst I;200;20
26029;787;Large Warhead Flare Catalyst I Blueprint;0;0,01
26030;779;Large Warhead Calefaction Catalyst I;200;20
26031;787;Large Warhead Calefaction Catalyst I Blueprint;0;0,01
26036;777;Projectile Cache Distributor I;200;5
26038;777;Large Projectile Ambit Extension I;200;20
26039;787;Large Projectile Ambit Extension I Blueprint;0;0,01
26040;777;Large Projectile Locus Coordinator I;200;20
26041;787;Large Projectile Locus Coordinator I Blueprint;0;0,01
26042;777;Large Projectile Metastasis Adjuster I;200;20
26043;787;Large Projectile Metastasis Adjuster I Blueprint;0;0,01
26044;777;Projectile Consumption Elutriator I;200;5
26046;777;Large Projectile Burst Aerator I;200;20
26047;787;Large Projectile Burst Aerator I Blueprint;0;0,01
26048;777;Large Projectile Collision Accelerator I;200;20
26049;787;Large Projectile Collision Accelerator I Blueprint;0;0,01
26056;782;Large Dynamic Fuel Valve I;200;20
26057;787;Large Dynamic Fuel Valve I Blueprint;0;0,01
26058;782;Large Low Friction Nozzle Joints I;200;20
26059;787;Large Low Friction Nozzle Joints I Blueprint;0;0,01
26060;782;Large Auxiliary Thrusters I;200;20
26061;787;Large Auxiliary Thrusters I Blueprint;0;0,01
26062;782;Large Engine Thermal Shielding I;200;20
26063;787;Large Engine Thermal Shielding I Blueprint;0;0,01
26064;782;Propellant Injection Vent I;200;5
26065;787;Propellant Injection Vent I Blueprint;0;0,01
26066;782;Large Warp Core Optimizer I;200;20
26067;787;Large Warp Core Optimizer I Blueprint;0;0,01
26068;782;Large Hyperspatial Velocity Optimizer I;200;20
26069;787;Large Hyperspatial Velocity Optimizer I Blueprint;0;0,01
26070;782;Large Polycarbon Engine Housing I;200;20
26071;787;Large Polycarbon Engine Housing I Blueprint;0;0,01
26072;782;Large Cargohold Optimization I;200;20
26073;787;Large Cargohold Optimization I Blueprint;0;0,01
26076;774;Large Anti-EM Screen Reinforcer I;200;20
26077;787;Large Anti-EM Screen Reinforcer I Blueprint;0;0,01
26078;774;Large Anti-Explosive Screen Reinforcer I;200;20
26079;787;Large Anti-Explosive Screen Reinforcer I Blueprint;0;0,01
26080;774;Large Anti-Kinetic Screen Reinforcer I;200;20
26081;787;Large Anti-Kinetic Screen Reinforcer I Blueprint;0;0,01
26082;774;Large Anti-Thermal Screen Reinforcer I;200;20
26083;787;Large Anti-Thermal Screen Reinforcer I Blueprint;0;0,01
26084;774;Large Core Defense Field Purger I;200;20
26085;787;Large Core Defense Field Purger I Blueprint;0;0,01
26086;774;Large Core Defense Operational Solidifier I;200;20
26087;787;Large Core Defense Operational Solidifier I Blueprint;0;0,01
26088;774;Large Core Defense Field Extender I;200;20
26089;787;Large Core Defense Field Extender I Blueprint;0;0,01
26090;774;Large Core Defense Charge Economizer I;200;20
26091;787;Large Core Defense Charge Economizer I Blueprint;0;0,01
26096;786;Large Targeting Systems Stabilizer I;200;20
26097;787;Large Targeting Systems Stabilizer I Blueprint;0;0,01
26100;1234;Large Targeting System Subcontroller I;200;20
26101;787;Large Targeting System Subcontroller I Blueprint;0;0,01
26102;1234;Large Ionic Field Projector I;200;20
26103;787;Large Ionic Field Projector I Blueprint;0;0,01
26104;1233;Large Signal Focusing Kit I;200;20
26105;787;Large Signal Focusing Kit I Blueprint;0;0,01
26106;786;Large Particle Dispersion Augmentor I;200;20
26107;787;Large Particle Dispersion Augmentor I Blueprint;0;0,01
26108;786;Large Particle Dispersion Projector I;200;20
26109;787;Large Particle Dispersion Projector I Blueprint;0;0,01
26110;786;Large Inverted Signal Field Projector I;200;20
26111;787;Large Inverted Signal Field Projector I Blueprint;0;0,01
26112;786;Large Tracking Diagnostic Subroutines I;200;20
26113;787;Large Tracking Diagnostic Subroutines I Blueprint;0;0,01
26115;283;Informant;80;2
26117;820;Thukker Informant;10900000;109000
26118;821;Martokar Alash;19000000;19000000
26119;821;Abufyr Joek;21000000;100100
26120;526;Abufyr Joek's Head;1;0,1
26121;319;Amarr Battlestation_3;0;0
26122;526;Pillaging 101;1;0,1
26123;526;The Little Pirate That Could;1;0,1
26124;526;17 Successful Torture Techniques;1;0,1
26125;526;Test Bong;100;1
26126;526;Flower Power Powder;1000;1
26127;526;Angel Cartel Dust;1000;1
26128;370;Sansha Infiltrator Tag;1;0,1
26129;526;Cold Turkey;1;0,1
26130;820;Sansha Infiltrator;10010000;100100
26131;526;Booster Pack;1;0,1
26132;526;Purple Haze;1;0,1
26135;1207;Production Cache;10000;27500
26136;1207;Training Cube;10000;27500
26137;1207;Research Lab;10000;27500
26138;474;Research Tower Key;1;0,1
26139;534;Guristas Sloth;19000000;22000000
26140;283;Rogue Harvester;100;5
26142;819;Rogue Harvesting Vessel;1645000;16450
26145;1207;Shipping Crate;10000;27500
26146;1207;Com Relay;10000;27500
26148;1207;Product Sample Case;10000;27500
26149;1207;Test Crate;10000;27500
26150;1207;Victim's Stash;10000;27500
26151;1207;Component Bin;10000;27500
26152;1207;Outbound Freight;10000;27500
26153;1207;Demo Kit;10000;27500
26154;1207;Gadget Casket;10000;27500
26155;1207;Info Matrix;10000;27500
26161;1207;Think Tank;10000;27500
26162;1207;Restricted Punch Bowl;10000;27500
26163;1207;Science Lab;10000;27500
26164;1207;Prototype Crate;10000;27500
26165;1207;Backup Array;10000;27500
26166;1207;Novelty Box;10000;27500
26167;526;Okelle's Encryption-Protected Hard Drive;1;0,1
26168;494;Okelle's Pleasure Hub;100000;100000000
26173;481;Demo Probe Launcher;0;5
26174;136;Demo Probe Launcher Blueprint;0;0,01
26176;517;Altan Uigot's Bunker;11950000;100000000
26177;517;Frera Elgas's Bunker;11950000;100000000
26178;517;Frie Tasmulo's Bunker;11950000;100000000
26179;517;Adari Jammalgen's Bunker;11950000;100000000
26180;517;Sanderi Ualmun's Bunker;11950000;100000000
26181;517;Habad Rokusten's Bunker;11950000;100000000
26182;517;Skia Alfota's Bunker;11950000;100000000
26183;517;Eget Skovilen's Bunker;11950000;100000000
26184;517;Osidei Esama's Bunker;11950000;100000000
26185;517;Blique Hazardt's Bunker;11950000;100000000
26186;517;Alliot Graferr's Bunker;11950000;100000000
26187;517;Mobas Jouey's Bunker;11950000;100000000
26188;517;Alon Ahrassine's Bunker;11950000;100000000
26189;517;Amatin Chens's Bunker;11950000;100000000
26190;517;Fims Artalanche's Bunker;11950000;100000000
26191;517;Hana Isourin's Bunker;11950000;100000000
26192;517;Carvaire Botesane's Bunker;11950000;100000000
26193;517;Oisedia Gync's Bunker;11950000;100000000
26194;517;Selate Kalami's Bunker;11950000;100000000
26195;517;Jur Zehbani's Bunker;11950000;100000000
26196;517;Subin Barama's Bunker;11950000;100000000
26197;517;Timafa Esihiz's Bunker;11950000;100000000
26198;517;Hatia Madase's Bunker;11950000;100000000
26199;517;Odoosh Teroul's Bunker;11950000;100000000
26200;517;Matna Meri's Bunker;11950000;100000000
26201;517;Juki Khoun's Bunker;11950000;100000000
26202;517;Urat Mehrekar's Bunker;11950000;100000000
26203;517;Ollen Alulama's Outpost;11950000;100000000
26204;517;Ichmari Obesa's Outpost;11950000;100000000
26205;517;Kui Hisken's Outpost;11950000;100000000
26206;517;Tojawara Saziras's Outpost;11950000;100000000
26207;517;Oko Alo's Outpost;11950000;100000000
26208;517;Isu Jokaga's Outpost;11950000;100000000
26209;517;Ruupas Vonni's Outpost;11950000;100000000
26210;517;Ozunoa Poskat's Outpost;11950000;100000000
26211;517;Kanouchi Hisama's Outpost;11950000;100000000
26212;534;Complex Supervisor;19000000;22000000
26213;517;Hazar Arjidsi's Bunker;11950000;100000000
26214;517;Sish Iaokih's Bunker;11950000;100000000
26215;517;Darabu Harva's Bunker;11950000;100000000
26216;474;Packaging Center Passkey;1;0,1
26217;517;Derqa Mandame's Bunker;11950000;100000000
26218;517;Cimalo Mahnab's Bunker;11950000;100000000
26219;517;Bamona Pizteed's Bunker;11950000;100000000
26220;517;Rolnia Houmar's Bunker;11950000;100000000
26221;517;Migart Anunat's Bunker;11950000;100000000
26222;517;Tizeli Reymta's Bunker;11950000;100000000
26223;226;TEST Barren Asteroid;0;0
26224;268;Drug Manufacturing;0;0,01
26225;283;Jamiella Ortar;60;0,1
26227;534;Research Overseer;17500000;1140000
26228;474;Think Tank Security Pad;1;0,1
26229;226;Minmatar Trade Station Ruins_No Description;0;0
26230;226;Minmatar Mining Station Ruins - no description;0;0
26231;226;Minmatar Commercial Station Ruins- no description;0;0
26232;226;Amarr Commercial Station Ruins-no description;0;0
26233;226;Amarr Mining Station Ruins- no description;0;0
26234;226;Amarr Research Station Ruins- no description;0;0
26235;226;Caldari Station Ruins - Flat Hulk- no description;0;0
26236;226;Caldari Station Ruins - Huge & Sprawling - no description;0;0
26237;226;Gallente Station Ruins - Fathom -no description;0;0
26238;226;Gallente Station Ruins - Military-no description;0;0
26239;226;Gallente Station Ruins - Ugly Industrial- no description;0;0
26240;319;Weapon's Storage Facility;1000000;1150
26241;474;VIP Pass;1;0,1
26244;534;Head Bouncer;17500000;1140000
26245;474;Coded Research Zone Key;1;0,1
26246;534;Soul Keeper;19500000;1150000
26247;494;Blood Raider Control Center;100000;100000000
26248;494;Guristas Control Center;100000;100000000
26249;494;Sansha Control Center;100000;100000000
26250;494;Serpentis Control Center;100000;100000000
26251;494;Angel Control Center;100000;100000000
26252;269;Jury Rigging;0;0,01
26253;269;Armor Rigging;0;0,01
26254;269;Astronautics Rigging;0;0,01
26255;269;Drones Rigging;0;0,01
26256;269;Electronic Superiority Rigging;0;0,01
26257;269;Projectile Weapon Rigging;0;0,01
26258;269;Energy Weapon Rigging;0;0,01
26259;269;Hybrid Weapon Rigging;0;0,01
26260;269;Launcher Rigging;0;0,01
26261;269;Shield Rigging;0;0,01
26262;517;Jeremy Tacs's Eagle;13000000;85000
26264;821;Lazron Kamon_;19000000;19000000
26266;283;Lazron Kamon;80;3
26267;226;TEST LCO Arkonor;1E+35;16
26269;803;Elite Repair Drone;100000;60
26270;314;Federal Star of Justice;1;0,1
26271;283;Torin Tacs;60;5
26272;226;Unstable Wormhole;1;0
26275;495;Hive mother 2_Complex;1000;1000
26276;1207;Floating Debris;10000;27500
26277;1207;Ancient Ruins;10000;27500
26278;474;Privileged Guest Pass;1;0,1
26279;534;Sansha Administrator;10010000;100100
26283;474;Master Key;1;0,1
26284;534;Angel Inspector;19000000;19000000
26285;534;Akkeshu Karuan_2;19000000;22000000
26286;773;Large Anti-EM Pump II;200;20
26287;787;Large Anti-EM Pump II Blueprint;0;0,01
26288;773;Large Anti-Explosive Pump II;200;20
26289;787;Large Anti-Explosive Pump II Blueprint;0;0,01
26290;773;Large Anti-Kinetic Pump II;200;20
26291;787;Large Anti-Kinetic Pump II Blueprint;0;0,01
26292;773;Large Anti-Thermic Pump II;200;20
26293;787;Large Anti-Thermic Pump II Blueprint;0;0,01
26294;773;Large Auxiliary Nano Pump II;200;20
26295;787;Large Auxiliary Nano Pump II Blueprint;0;0,01
26296;773;Large Nanobot Accelerator II;200;20
26297;787;Large Nanobot Accelerator II Blueprint;0;0,01
26298;773;Large Remote Repair Augmentor II;200;20
26299;787;Large Remote Repair Augmentor II Blueprint;0;0,01
26300;1232;Large Salvage Tackle II;200;20
26301;787;Large Salvage Tackle II Blueprint;0;0,01
26302;773;Large Trimark Armor Pump II;200;20
26303;787;Large Trimark Armor Pump II Blueprint;0;0,01
26304;782;Large Cargohold Optimization II;200;20
26305;787;Large Cargohold Optimization II Blueprint;0;0,01
26306;782;Large Dynamic Fuel Valve II;200;20
26307;787;Large Dynamic Fuel Valve II Blueprint;0;0,01
26308;782;Large Engine Thermal Shielding II;200;20
26309;787;Large Engine Thermal Shielding II Blueprint;0;0,01
26310;782;Large Low Friction Nozzle Joints II;200;20
26311;787;Large Low Friction Nozzle Joints II Blueprint;0;0,01
26312;782;Large Polycarbon Engine Housing II;200;20
26313;787;Large Polycarbon Engine Housing II Blueprint;0;0,01
26314;782;Propellant Injection Vent II;200;5
26315;787;Propellant Injection Vent II Blueprint;0;0,01
26318;782;Large Auxiliary Thrusters II;200;20
26319;787;Large Auxiliary Thrusters II Blueprint;0;0,01
26320;782;Large Warp Core Optimizer II;200;20
26321;787;Large Warp Core Optimizer II Blueprint;0;0,01
26322;782;Large Hyperspatial Velocity Optimizer II;200;20
26323;787;Large Hyperspatial Velocity Optimizer II Blueprint;0;0,01
26324;778;Large Drone Control Range Augmentor II;200;20
26325;787;Large Drone Control Range Augmentor II Blueprint;0;0,01
26326;778;Large Drone Durability Enhancer II;200;20
26327;787;Large Drone Durability Enhancer II Blueprint;0;0,01
26328;778;Large Drone Mining Augmentor II;200;20
26329;787;Large Drone Mining Augmentor II Blueprint;0;0,01
26330;778;Large Drone Repair Augmentor II;200;20
26331;787;Large Drone Repair Augmentor II Blueprint;0;0,01
26332;778;Large Drone Scope Chip II;200;20
26333;787;Large Drone Scope Chip II Blueprint;0;0,01
26334;778;Large Drone Speed Augmentor II;200;20
26335;787;Large Drone Speed Augmentor II Blueprint;0;0,01
26336;778;Large EW Drone Range Augmentor II;200;20
26337;787;Large EW Drone Range Augmentor II Blueprint;0;0,01
26338;778;Large Sentry Damage Augmentor II;200;20
26339;787;Large Sentry Damage Augmentor II Blueprint;0;0,01
26340;778;Large Stasis Drone Augmentor II;200;20
26341;787;Large Stasis Drone Augmentor II Blueprint;0;0,01
26342;1233;Large Emission Scope Sharpener II;200;20
26343;787;Large Emission Scope Sharpener II Blueprint;0;0,01
26344;786;Large Signal Disruption Amplifier II;200;20
